city,date,year,month,urban_temp_c,rural_temp_c,uhi_index,threshold_p90,severity
Kochi,2021-12-03,2021,12,31.57,30.01,1.5647,1.4088,MODERATE
Kochi,2022-11-25,2022,11,30.36,28.7,1.6594,1.4088,MODERATE
Kochi,2022-12-27,2022,12,30.88,29.06,1.8196,1.4088,HIGH
Kochi,2023-07-28,2023,7,30.02,28.32,1.6985,1.4088,HIGH
Kochi,2023-08-05,2023,8,29.34,27.81,1.5308,1.4088,MODERATE
Kochi,2023-08-13,2023,8,30.91,28.59,2.3156,1.4088,CRITICAL
Kochi,2023-08-21,2023,8,31.84,29.99,1.8577,1.4088,HIGH
Kochi,2023-11-25,2023,11,32.69,31.17,1.519,1.4088,MODERATE
Kochi,2023-12-11,2023,12,31.19,29.71,1.4755,1.4088,MODERATE
Kochi,2023-12-19,2023,12,31.36,29.73,1.6282,1.4088,MODERATE
Kochi,2024-02-18,2024,2,32.73,31.2,1.5328,1.4088,MODERATE
Kochi,2024-06-09,2024,6,31.26,28.5,2.7641,1.4088,CRITICAL
Kochi,2024-10-15,2024,10,30.1,28.51,1.5902,1.4088,MODERATE
Kolkata,2001-06-02,2001,6,28.55,27.28,1.2665,1.0718,MODERATE
Kolkata,2001-09-14,2001,9,30.59,29.06,1.5302,1.0718,HIGH
Kolkata,2001-10-24,2001,10,30.58,29.51,1.0723,1.0718,MODERATE
Kolkata,2002-09-14,2002,9,30.51,28.99,1.5109,1.0718,HIGH
Kolkata,2002-09-30,2002,9,30.16,29.04,1.1137,1.0718,MODERATE
Kolkata,2002-10-08,2002,10,29.9,28.76,1.1409,1.0718,MODERATE
Kolkata,2003-08-05,2003,8,30.91,29.22,1.6886,1.0718,CRITICAL
Kolkata,2003-09-30,2003,9,31.7,29.76,1.9397,1.0718,CRITICAL
Kolkata,2003-10-08,2003,10,28.72,27.56,1.1634,1.0718,MODERATE
Kolkata,2004-06-01,2004,6,30.85,29.58,1.2724,1.0718,MODERATE
Kolkata,2004-10-15,2004,10,29.97,28.81,1.1603,1.0718,MODERATE
Kolkata,2005-09-30,2005,9,30.24,28.98,1.2642,1.0718,MODERATE
Kolkata,2005-10-08,2005,10,30.45,29.03,1.416,1.0718,HIGH
Kolkata,2005-10-16,2005,10,31.65,29.98,1.6755,1.0718,CRITICAL
Kolkata,2005-11-01,2005,11,28.11,26.95,1.1627,1.0718,MODERATE
Kolkata,2006-10-24,2006,10,30.44,29.26,1.1831,1.0718,MODERATE
Kolkata,2008-03-29,2008,3,31.71,30.5,1.2095,1.0718,MODERATE
Kolkata,2008-10-07,2008,10,31.06,29.92,1.1481,1.0718,MODERATE
Kolkata,2008-10-23,2008,10,26.57,25.26,1.3062,1.0718,HIGH
Kolkata,2009-10-08,2009,10,30.39,29.12,1.2639,1.0718,MODERATE
Kolkata,2009-10-16,2009,10,30.59,29.27,1.3195,1.0718,HIGH
Kolkata,2010-08-29,2010,8,32.17,30.98,1.1855,1.0718,MODERATE
Kolkata,2010-10-08,2010,10,29.99,28.8,1.1959,1.0718,MODERATE
Kolkata,2010-10-16,2010,10,31.19,29.98,1.2021,1.0718,MODERATE
Kolkata,2010-11-01,2010,11,28.46,27.34,1.1166,1.0718,MODERATE
Kolkata,2011-05-01,2011,5,30.59,29.33,1.265,1.0718,MODERATE
Kolkata,2011-05-17,2011,5,34.53,31.64,2.8948,1.0718,CRITICAL
Kolkata,2011-09-30,2011,9,31.03,29.73,1.2961,1.0718,HIGH
Kolkata,2012-06-09,2012,6,33.74,32.55,1.1856,1.0718,MODERATE
Kolkata,2012-10-15,2012,10,30.41,29.3,1.11,1.0718,MODERATE
Kolkata,2012-10-23,2012,10,29.82,28.74,1.0808,1.0718,MODERATE
Kolkata,2012-10-31,2012,10,29.73,26.97,2.7521,1.0718,CRITICAL
Kolkata,2013-10-16,2013,10,30.26,29.0,1.253,1.0718,MODERATE
Kolkata,2014-08-29,2014,8,30.65,29.31,1.3361,1.0718,HIGH
Kolkata,2014-09-22,2014,9,32.57,30.25,2.3182,1.0718,CRITICAL
Kolkata,2014-09-30,2014,9,31.43,30.23,1.2001,1.0718,MODERATE
Kolkata,2014-10-16,2014,10,30.42,29.15,1.2652,1.0718,MODERATE
Kolkata,2014-10-24,2014,10,30.01,28.66,1.3519,1.0718,HIGH
Kolkata,2015-01-09,2015,1,23.03,21.85,1.1833,1.0718,MODERATE
Kolkata,2015-04-07,2015,4,32.65,31.23,1.4118,1.0718,HIGH
Kolkata,2015-10-24,2015,10,31.18,29.89,1.2898,1.0718,HIGH
Kolkata,2016-05-16,2016,5,30.65,29.2,1.4536,1.0718,HIGH
Kolkata,2016-06-01,2016,6,31.97,29.98,1.9929,1.0718,CRITICAL
Kolkata,2016-09-05,2016,9,31.63,30.49,1.1411,1.0718,MODERATE
Kolkata,2016-09-29,2016,9,31.63,29.39,2.2419,1.0718,CRITICAL
Kolkata,2016-10-07,2016,10,30.0,28.3,1.7049,1.0718,CRITICAL
Kolkata,2016-10-15,2016,10,31.31,29.82,1.4901,1.0718,HIGH
Kolkata,2017-05-25,2017,5,33.53,31.64,1.8942,1.0718,CRITICAL
Kolkata,2017-06-02,2017,6,32.74,31.56,1.1784,1.0718,MODERATE
Kolkata,2017-10-08,2017,10,31.22,29.94,1.2802,1.0718,MODERATE
Kolkata,2017-10-16,2017,10,31.22,29.94,1.2851,1.0718,MODERATE
Kolkata,2017-10-24,2017,10,29.9,28.54,1.3579,1.0718,HIGH
Kolkata,2017-11-01,2017,11,29.96,28.74,1.2183,1.0718,MODERATE
Kolkata,2018-04-07,2018,4,32.15,30.84,1.3114,1.0718,HIGH
Kolkata,2018-04-15,2018,4,32.26,31.16,1.0981,1.0718,MODERATE
Kolkata,2018-06-10,2018,6,31.49,29.88,1.6057,1.0718,HIGH
Kolkata,2018-09-14,2018,9,33.39,31.29,2.0916,1.0718,CRITICAL
Kolkata,2018-09-30,2018,9,32.41,31.17,1.2421,1.0718,MODERATE
Kolkata,2018-10-08,2018,10,31.87,30.54,1.3333,1.0718,HIGH
Kolkata,2018-10-16,2018,10,31.65,30.21,1.4414,1.0718,HIGH
Kolkata,2018-10-24,2018,10,30.9,29.03,1.8699,1.0718,CRITICAL
Kolkata,2019-04-15,2019,4,32.98,31.72,1.2671,1.0718,MODERATE
Kolkata,2019-05-01,2019,5,33.59,31.8,1.7833,1.0718,CRITICAL
Kolkata,2019-10-08,2019,10,30.59,28.99,1.5982,1.0718,HIGH
Kolkata,2019-10-16,2019,10,31.13,28.86,2.2724,1.0718,CRITICAL
Kolkata,2019-10-24,2019,10,29.03,27.92,1.1125,1.0718,MODERATE
Kolkata,2020-04-30,2020,4,32.52,31.35,1.1687,1.0718,MODERATE
Kolkata,2020-05-16,2020,5,33.84,32.66,1.1718,1.0718,MODERATE
Kolkata,2020-06-01,2020,6,33.56,32.03,1.529,1.0718,HIGH
Kolkata,2020-06-17,2020,6,34.87,32.42,2.4494,1.0718,CRITICAL
Kolkata,2020-08-28,2020,8,31.62,30.19,1.4294,1.0718,HIGH
Kolkata,2020-10-07,2020,10,31.43,30.05,1.3732,1.0718,HIGH
Kolkata,2020-10-15,2020,10,31.53,30.26,1.2687,1.0718,MODERATE
Kolkata,2020-10-23,2020,10,30.16,28.64,1.519,1.0718,HIGH
Kolkata,2021-05-09,2021,5,34.01,32.31,1.7038,1.0718,CRITICAL
Kolkata,2021-10-08,2021,10,31.75,29.88,1.8731,1.0718,CRITICAL
Kolkata,2022-03-06,2022,3,31.05,29.79,1.2589,1.0718,MODERATE
Kolkata,2022-08-21,2022,8,32.97,31.84,1.1287,1.0718,MODERATE
Kolkata,2022-10-24,2022,10,29.75,28.47,1.2822,1.0718,MODERATE
Kolkata,2023-08-29,2023,8,32.76,31.37,1.3857,1.0718,HIGH
Kolkata,2023-10-16,2023,10,30.57,29.28,1.291,1.0718,HIGH
Kolkata,2023-11-01,2023,11,29.69,28.59,1.1042,1.0718,MODERATE
Kolkata,2024-03-21,2024,3,29.85,28.76,1.0863,1.0718,MODERATE
Kolkata,2024-04-06,2024,4,33.86,32.27,1.5961,1.0718,HIGH
Kolkata,2024-04-22,2024,4,36.63,35.52,1.1071,1.0718,MODERATE
Kolkata,2024-06-01,2024,6,31.26,30.07,1.1891,1.0718,MODERATE
Kolkata,2024-10-07,2024,10,29.94,28.79,1.1484,1.0718,MODERATE
Mumbai,2000-06-09,2000,6,29.28,28.11,1.1604,0.12,CRITICAL
Mumbai,2000-06-25,2000,6,34.8,30.98,3.8279,0.12,CRITICAL
Mumbai,2000-07-19,2000,7,27.16,26.63,0.5348,0.12,CRITICAL
Mumbai,2000-08-28,2000,8,25.82,25.23,0.5889,0.12,CRITICAL
Mumbai,2000-09-05,2000,9,29.19,28.0,1.1837,0.12,CRITICAL
Mumbai,2000-09-13,2000,9,31.85,31.15,0.7026,0.12,CRITICAL
Mumbai,2000-09-21,2000,9,32.01,31.51,0.4997,0.12,CRITICAL
Mumbai,2000-09-29,2000,9,30.87,30.5,0.3671,0.12,CRITICAL
Mumbai,2000-10-15,2000,10,31.96,30.84,1.1175,0.12,CRITICAL
Mumbai,2001-08-29,2001,8,28.72,27.89,0.8258,0.12,CRITICAL
Mumbai,2001-09-06,2001,9,30.69,28.87,1.818,0.12,CRITICAL
Mumbai,2001-09-14,2001,9,29.42,28.84,0.5817,0.12,CRITICAL
Mumbai,2001-09-30,2001,9,30.9,30.77,0.1212,0.12,MODERATE
Mumbai,2001-10-08,2001,10,28.27,27.75,0.5173,0.12,CRITICAL
Mumbai,2001-10-16,2001,10,32.42,31.91,0.5101,0.12,CRITICAL
Mumbai,2002-07-04,2002,7,29.67,29.03,0.6378,0.12,CRITICAL
Mumbai,2002-07-20,2002,7,28.24,27.71,0.5257,0.12,CRITICAL
Mumbai,2002-09-14,2002,9,30.99,29.95,1.039,0.12,CRITICAL
Mumbai,2002-09-22,2002,9,31.18,30.07,1.1099,0.12,CRITICAL
Mumbai,2002-09-30,2002,9,32.84,32.39,0.4504,0.12,CRITICAL
Mumbai,2003-08-13,2003,8,28.41,28.13,0.2758,0.12,CRITICAL
Mumbai,2003-09-06,2003,9,27.64,26.55,1.09,0.12,CRITICAL
Mumbai,2003-09-14,2003,9,28.94,28.81,0.1328,0.12,MODERATE
Mumbai,2003-09-30,2003,9,30.51,29.93,0.5743,0.12,CRITICAL
Mumbai,2003-10-08,2003,10,32.28,31.82,0.4657,0.12,CRITICAL
Mumbai,2004-07-19,2004,7,31.8,29.46,2.3325,0.12,CRITICAL
Mumbai,2004-08-28,2004,8,29.32,27.47,1.8499,0.12,CRITICAL
Mumbai,2004-09-21,2004,9,30.81,30.29,0.5235,0.12,CRITICAL
Mumbai,2004-09-29,2004,9,31.67,30.13,1.5351,0.12,CRITICAL
Mumbai,2005-08-21,2005,8,29.03,28.07,0.9595,0.12,CRITICAL
Mumbai,2005-09-22,2005,9,30.29,28.34,1.9521,0.12,CRITICAL
Mumbai,2005-09-30,2005,9,30.35,29.83,0.5251,0.12,CRITICAL
Mumbai,2005-10-08,2005,10,33.1,32.43,0.6699,0.12,CRITICAL
Mumbai,2006-08-29,2006,8,28.41,27.71,0.6931,0.12,CRITICAL
Mumbai,2006-09-06,2006,9,28.1,27.84,0.2532,0.12,CRITICAL
Mumbai,2006-09-14,2006,9,30.07,28.88,1.188,0.12,CRITICAL
Mumbai,2006-09-22,2006,9,27.9,27.37,0.5287,0.12,CRITICAL
Mumbai,2006-09-30,2006,9,29.36,29.08,0.2797,0.12,CRITICAL
Mumbai,2006-10-08,2006,10,31.04,30.71,0.3318,0.12,CRITICAL
Mumbai,2007-09-06,2007,9,29.01,28.73,0.2793,0.12,CRITICAL
Mumbai,2007-09-14,2007,9,31.25,30.36,0.884,0.12,CRITICAL
Mumbai,2007-09-22,2007,9,28.5,27.49,1.0107,0.12,CRITICAL
Mumbai,2007-09-30,2007,9,29.27,29.11,0.1643,0.12,HIGH
Mumbai,2008-08-28,2008,8,31.19,30.77,0.4133,0.12,CRITICAL
Mumbai,2008-10-15,2008,10,33.4,33.25,0.1498,0.12,HIGH
Mumbai,2009-09-14,2009,9,30.12,29.02,1.0989,0.12,CRITICAL
Mumbai,2009-10-08,2009,10,30.2,29.48,0.7183,0.12,CRITICAL
Mumbai,2010-07-28,2010,7,27.51,26.42,1.09,0.12,CRITICAL
Mumbai,2010-08-29,2010,8,26.79,26.39,0.3972,0.12,CRITICAL
Mumbai,2010-09-06,2010,9,27.46,26.79,0.6652,0.12,CRITICAL
Mumbai,2010-09-14,2010,9,28.2,27.46,0.7401,0.12,CRITICAL
Mumbai,2010-09-30,2010,9,32.88,31.2,1.6725,0.12,CRITICAL
Mumbai,2011-07-04,2011,7,28.95,27.86,1.09,0.12,CRITICAL
Mumbai,2011-08-29,2011,8,28.65,26.28,2.378,0.12,CRITICAL
Mumbai,2011-09-14,2011,9,30.74,30.27,0.4706,0.12,CRITICAL
Mumbai,2012-06-25,2012,6,31.88,30.58,1.3092,0.12,CRITICAL
Mumbai,2012-08-20,2012,8,27.24,26.82,0.4149,0.12,CRITICAL
Mumbai,2012-09-21,2012,9,30.47,29.76,0.7103,0.12,CRITICAL
Mumbai,2012-09-29,2012,9,32.6,32.33,0.2617,0.12,CRITICAL
Mumbai,2012-10-07,2012,10,30.97,30.78,0.1909,0.12,CRITICAL
Mumbai,2013-09-22,2013,9,28.18,27.9,0.2781,0.12,CRITICAL
Mumbai,2013-09-30,2013,9,30.29,29.02,1.2669,0.12,CRITICAL
Mumbai,2013-10-08,2013,10,30.58,29.43,1.1503,0.12,CRITICAL
Mumbai,2014-08-29,2014,8,30.03,28.86,1.1683,0.12,CRITICAL
Mumbai,2014-09-22,2014,9,32.05,31.78,0.2695,0.12,CRITICAL
Mumbai,2014-09-30,2014,9,32.02,31.45,0.5721,0.12,CRITICAL
Mumbai,2015-08-29,2015,8,31.18,29.75,1.4293,0.12,CRITICAL
Mumbai,2015-09-06,2015,9,32.63,30.55,2.0793,0.12,CRITICAL
Mumbai,2015-09-30,2015,9,32.79,32.22,0.57,0.12,CRITICAL
Mumbai,2016-09-29,2016,9,31.79,28.03,3.7639,0.12,CRITICAL
Mumbai,2017-08-21,2017,8,28.61,27.23,1.3758,0.12,CRITICAL
Mumbai,2017-09-06,2017,9,29.07,28.95,0.12,0.12,MODERATE
Mumbai,2017-09-22,2017,9,30.96,30.33,0.6259,0.12,CRITICAL
Mumbai,2017-10-08,2017,10,29.98,29.73,0.2504,0.12,CRITICAL
Mumbai,2018-06-26,2018,6,29.68,25.69,3.992,0.12,CRITICAL
Mumbai,2018-09-06,2018,9,29.83,28.94,0.8935,0.12,CRITICAL
Mumbai,2018-09-22,2018,9,29.35,28.77,0.5842,0.12,CRITICAL
Mumbai,2019-07-20,2019,7,29.4,28.63,0.7678,0.12,CRITICAL
Mumbai,2019-09-22,2019,9,29.28,28.08,1.2039,0.12,CRITICAL
Mumbai,2019-09-30,2019,9,30.23,30.01,0.2169,0.12,CRITICAL
Mumbai,2019-10-08,2019,10,31.72,31.21,0.5035,0.12,CRITICAL
Mumbai,2019-10-16,2019,10,31.89,31.63,0.2601,0.12,CRITICAL
Mumbai,2020-08-28,2020,8,32.56,31.65,0.9172,0.12,CRITICAL
Mumbai,2020-09-21,2020,9,31.93,30.14,1.7906,0.12,CRITICAL
Mumbai,2021-09-30,2021,9,30.76,30.45,0.3101,0.12,CRITICAL
Mumbai,2021-10-08,2021,10,30.85,30.19,0.6665,0.12,CRITICAL
Mumbai,2022-08-29,2022,8,30.62,30.26,0.3618,0.12,CRITICAL
Mumbai,2022-09-22,2022,9,29.21,28.45,0.7604,0.12,CRITICAL
Mumbai,2022-10-24,2022,10,31.61,31.3,0.3076,0.12,CRITICAL
Mumbai,2023-09-06,2023,9,30.08,29.82,0.2625,0.12,CRITICAL
Mumbai,2024-10-07,2024,10,29.4,28.87,0.5249,0.12,CRITICAL
Pune,2000-05-08,2000,5,43.87,42.81,1.0574,1.0391,MODERATE
Pune,2000-05-24,2000,5,42.38,40.15,2.2299,1.0391,CRITICAL
Pune,2000-10-23,2000,10,36.15,34.82,1.3275,1.0391,HIGH
Pune,2001-08-13,2001,8,28.02,21.01,7.01,1.0391,CRITICAL
Pune,2001-09-06,2001,9,34.45,32.16,2.2923,1.0391,CRITICAL
Pune,2001-09-14,2001,9,37.45,34.49,2.959,1.0391,CRITICAL
Pune,2001-09-22,2001,9,32.49,31.24,1.2458,1.0391,MODERATE
Pune,2002-06-26,2002,6,32.06,30.14,1.9148,1.0391,CRITICAL
Pune,2002-09-22,2002,9,38.05,36.13,1.9255,1.0391,CRITICAL
Pune,2002-10-08,2002,10,38.3,36.82,1.4791,1.0391,HIGH
Pune,2002-11-09,2002,11,36.03,34.91,1.1228,1.0391,MODERATE
Pune,2003-07-28,2003,7,27.99,26.68,1.3125,1.0391,HIGH
Pune,2003-09-30,2003,9,34.43,32.73,1.6976,1.0391,CRITICAL
Pune,2003-10-08,2003,10,36.08,34.97,1.1135,1.0391,MODERATE
Pune,2003-10-16,2003,10,35.91,34.76,1.1415,1.0391,MODERATE
Pune,2004-08-28,2004,8,31.35,29.8,1.5417,1.0391,HIGH
Pune,2004-09-21,2004,9,31.48,29.76,1.7211,1.0391,CRITICAL
Pune,2004-11-08,2004,11,32.62,31.1,1.5237,1.0391,HIGH
Pune,2004-11-24,2004,11,32.64,31.57,1.0727,1.0391,MODERATE
Pune,2004-12-02,2004,12,32.66,31.38,1.2879,1.0391,HIGH
Pune,2005-10-08,2005,10,34.05,32.75,1.2921,1.0391,HIGH
Pune,2005-10-16,2005,10,34.07,32.91,1.1532,1.0391,MODERATE
Pune,2006-05-25,2006,5,42.61,41.17,1.4363,1.0391,HIGH
Pune,2006-10-16,2006,10,34.07,33.0,1.0633,1.0391,MODERATE
Pune,2006-11-01,2006,11,31.68,30.42,1.2547,1.0391,HIGH
Pune,2006-11-09,2006,11,31.67,30.49,1.1857,1.0391,MODERATE
Pune,2007-04-15,2007,4,45.22,44.0,1.2166,1.0391,MODERATE
Pune,2007-06-10,2007,6,39.27,37.63,1.6386,1.0391,CRITICAL
Pune,2007-07-20,2007,7,36.55,28.75,7.8033,1.0391,CRITICAL
Pune,2007-08-05,2007,8,29.15,27.71,1.4387,1.0391,HIGH
Pune,2007-08-21,2007,8,31.18,29.8,1.3778,1.0391,HIGH
Pune,2007-11-25,2007,11,32.78,31.5,1.2847,1.0391,HIGH
Pune,2008-06-17,2008,6,34.81,33.37,1.4336,1.0391,HIGH
Pune,2008-07-03,2008,7,27.82,24.95,2.8707,1.0391,CRITICAL
Pune,2008-10-07,2008,10,33.54,32.19,1.3504,1.0391,HIGH
Pune,2009-08-05,2009,8,31.56,29.79,1.7674,1.0391,CRITICAL
Pune,2009-11-09,2009,11,30.39,27.98,2.4061,1.0391,CRITICAL
Pune,2010-06-10,2010,6,42.33,38.63,3.6945,1.0391,CRITICAL
Pune,2010-09-14,2010,9,32.35,30.9,1.4507,1.0391,HIGH
Pune,2010-09-22,2010,9,33.37,32.11,1.2562,1.0391,HIGH
Pune,2010-09-30,2010,9,32.4,31.26,1.1426,1.0391,MODERATE
Pune,2011-08-05,2011,8,29.4,27.87,1.5278,1.0391,HIGH
Pune,2011-09-14,2011,9,34.24,29.37,4.867,1.0391,CRITICAL
Pune,2012-09-13,2012,9,29.12,27.79,1.3218,1.0391,HIGH
Pune,2012-09-29,2012,9,41.6,34.35,7.2438,1.0391,CRITICAL
Pune,2012-10-07,2012,10,33.43,32.22,1.2138,1.0391,MODERATE
Pune,2013-08-21,2013,8,31.1,28.31,2.7856,1.0391,CRITICAL
Pune,2013-08-29,2013,8,35.35,33.91,1.4397,1.0391,HIGH
Pune,2013-10-08,2013,10,32.36,30.84,1.5183,1.0391,HIGH
Pune,2013-10-16,2013,10,34.89,32.95,1.9331,1.0391,CRITICAL
Pune,2013-11-01,2013,11,32.22,30.57,1.6475,1.0391,CRITICAL
Pune,2014-01-17,2014,1,31.57,30.39,1.1772,1.0391,MODERATE
Pune,2014-06-18,2014,6,37.74,35.3,2.4398,1.0391,CRITICAL
Pune,2014-09-30,2014,9,34.53,32.78,1.7483,1.0391,CRITICAL
Pune,2014-10-08,2014,10,34.44,33.04,1.3989,1.0391,HIGH
Pune,2014-10-16,2014,10,33.78,32.28,1.5041,1.0391,HIGH
Pune,2014-11-09,2014,11,34.32,32.88,1.4385,1.0391,HIGH
Pune,2015-06-10,2015,6,41.48,40.43,1.0562,1.0391,MODERATE
Pune,2015-07-12,2015,7,37.58,34.16,3.428,1.0391,CRITICAL
Pune,2015-08-29,2015,8,35.9,33.32,2.5819,1.0391,CRITICAL
Pune,2015-09-22,2015,9,34.13,32.75,1.3789,1.0391,HIGH
Pune,2015-09-30,2015,9,33.71,32.04,1.6689,1.0391,CRITICAL
Pune,2015-10-08,2015,10,32.56,31.45,1.1131,1.0391,MODERATE
Pune,2015-11-01,2015,11,34.24,33.16,1.0801,1.0391,MODERATE
Pune,2016-07-11,2016,7,31.29,29.45,1.8386,1.0391,CRITICAL
Pune,2017-06-10,2017,6,35.29,34.22,1.0734,1.0391,MODERATE
Pune,2017-06-18,2017,6,39.03,36.74,2.2901,1.0391,CRITICAL
Pune,2017-07-04,2017,7,33.36,31.5,1.8658,1.0391,CRITICAL
Pune,2017-09-30,2017,9,32.75,31.67,1.0792,1.0391,MODERATE
Pune,2017-10-08,2017,10,32.19,30.81,1.372,1.0391,HIGH
Pune,2017-10-16,2017,10,30.98,28.76,2.2201,1.0391,CRITICAL
Pune,2017-12-03,2017,12,30.72,29.65,1.0679,1.0391,MODERATE
Pune,2018-06-02,2018,6,40.5,39.18,1.3115,1.0391,HIGH
Pune,2018-09-14,2018,9,34.51,31.68,2.8298,1.0391,CRITICAL
Pune,2018-09-22,2018,9,34.32,33.2,1.1284,1.0391,MODERATE
Pune,2019-07-12,2019,7,35.15,31.21,3.9458,1.0391,CRITICAL
Pune,2019-09-22,2019,9,32.63,31.09,1.5439,1.0391,HIGH
Pune,2019-10-16,2019,10,31.59,29.82,1.7725,1.0391,CRITICAL
Pune,2019-10-24,2019,10,31.0,28.53,2.4634,1.0391,CRITICAL
Pune,2020-09-29,2020,9,33.55,32.18,1.3648,1.0391,HIGH
Pune,2020-10-07,2020,10,33.92,32.03,1.8904,1.0391,CRITICAL
Pune,2021-06-02,2021,6,35.81,34.15,1.6597,1.0391,CRITICAL
Pune,2021-06-26,2021,6,32.42,30.72,1.6988,1.0391,CRITICAL
Pune,2021-07-12,2021,7,37.15,31.92,5.2321,1.0391,CRITICAL
Pune,2021-09-30,2021,9,32.82,31.11,1.7085,1.0391,CRITICAL
Pune,2021-11-17,2021,11,31.12,29.6,1.5212,1.0391,HIGH
Pune,2022-08-29,2022,8,32.83,31.38,1.4526,1.0391,HIGH
Pune,2022-10-24,2022,10,31.23,30.18,1.0452,1.0391,MODERATE
Pune,2023-09-22,2023,9,30.66,27.9,2.762,1.0391,CRITICAL
Pune,2023-09-30,2023,9,32.39,31.1,1.2867,1.0391,HIGH
Pune,2023-10-08,2023,10,32.98,31.91,1.0697,1.0391,MODERATE
Pune,2024-08-12,2024,8,31.8,30.7,1.1033,1.0391,MODERATE
Pune,2024-08-28,2024,8,27.16,25.51,1.6479,1.0391,CRITICAL
Pune,2024-09-29,2024,9,30.26,29.18,1.0737,1.0391,MODERATE
Pune,2024-10-07,2024,10,31.92,29.11,2.8058,1.0391,CRITICAL
Surat,2000-05-08,2000,5,36.69,36.32,0.375,0.303,HIGH
Surat,2001-04-23,2001,4,44.44,43.83,0.6168,0.303,CRITICAL
Surat,2001-08-21,2001,8,28.43,27.37,1.0626,0.303,CRITICAL
Surat,2002-04-23,2002,4,43.86,43.42,0.442,0.303,HIGH
Surat,2002-05-01,2002,5,41.14,40.44,0.6934,0.303,CRITICAL
Surat,2002-06-02,2002,6,37.88,36.13,1.7453,0.303,CRITICAL
Surat,2003-04-15,2003,4,41.83,41.2,0.6244,0.303,CRITICAL
Surat,2003-08-29,2003,8,28.81,28.36,0.4525,0.303,HIGH
Surat,2003-09-14,2003,9,31.51,30.73,0.7799,0.303,CRITICAL
Surat,2004-09-21,2004,9,31.26,30.93,0.3273,0.303,MODERATE
Surat,2005-04-15,2005,4,40.16,39.74,0.4188,0.303,HIGH
Surat,2005-05-09,2005,5,40.32,39.73,0.5926,0.303,CRITICAL
Surat,2005-05-17,2005,5,42.2,41.46,0.7436,0.303,CRITICAL
Surat,2005-06-10,2005,6,39.66,38.45,1.2049,0.303,CRITICAL
Surat,2005-11-25,2005,11,31.97,31.65,0.3164,0.303,MODERATE
Surat,2006-04-23,2006,4,40.64,40.24,0.3932,0.303,HIGH
Surat,2006-05-01,2006,5,39.97,39.57,0.3946,0.303,HIGH
Surat,2006-05-25,2006,5,34.27,33.93,0.3389,0.303,MODERATE
Surat,2006-09-30,2006,9,33.07,31.63,1.4369,0.303,CRITICAL
Surat,2007-05-09,2007,5,38.46,38.02,0.4452,0.303,HIGH
Surat,2007-06-02,2007,6,39.39,38.07,1.3246,0.303,CRITICAL
Surat,2007-08-13,2007,8,28.39,27.77,0.6293,0.303,CRITICAL
Surat,2007-11-25,2007,11,31.36,31.03,0.3229,0.303,MODERATE
Surat,2008-11-16,2008,11,33.47,33.14,0.3292,0.303,MODERATE
Surat,2009-05-09,2009,5,39.52,38.77,0.7541,0.303,CRITICAL
Surat,2009-08-29,2009,8,26.33,25.5,0.8298,0.303,CRITICAL
Surat,2009-09-30,2009,9,34.45,33.47,0.9833,0.303,CRITICAL
Surat,2009-11-09,2009,11,31.81,31.47,0.3459,0.303,MODERATE
Surat,2009-11-17,2009,11,32.65,32.24,0.4137,0.303,HIGH
Surat,2010-06-18,2010,6,36.57,35.93,0.6458,0.303,CRITICAL
Surat,2010-10-08,2010,10,33.54,33.16,0.3815,0.303,HIGH
Surat,2010-11-09,2010,11,31.8,31.08,0.714,0.303,CRITICAL
Surat,2010-11-17,2010,11,33.48,32.56,0.9178,0.303,CRITICAL
Surat,2010-11-25,2010,11,30.81,30.51,0.3054,0.303,MODERATE
Surat,2011-06-02,2011,6,35.79,35.27,0.5205,0.303,CRITICAL
Surat,2012-05-08,2012,5,37.61,37.18,0.4284,0.303,HIGH
Surat,2012-05-16,2012,5,39.52,39.13,0.3927,0.303,HIGH
Surat,2012-06-17,2012,6,32.73,31.34,1.3949,0.303,CRITICAL
Surat,2012-09-29,2012,9,34.24,33.79,0.4499,0.303,HIGH
Surat,2012-11-16,2012,11,32.46,32.11,0.3475,0.303,MODERATE
Surat,2013-04-23,2013,4,41.7,41.19,0.5126,0.303,CRITICAL
Surat,2013-06-02,2013,6,41.4,40.14,1.2544,0.303,CRITICAL
Surat,2013-09-06,2013,9,31.11,30.47,0.6344,0.303,CRITICAL
Surat,2014-10-24,2014,10,34.47,33.95,0.5196,0.303,CRITICAL
Surat,2014-11-09,2014,11,33.86,33.5,0.3622,0.303,MODERATE
Surat,2015-05-17,2015,5,41.21,40.59,0.6272,0.303,CRITICAL
Surat,2016-05-16,2016,5,38.83,38.41,0.4251,0.303,HIGH
Surat,2016-07-11,2016,7,30.31,28.9,1.4133,0.303,CRITICAL
Surat,2016-09-13,2016,9,33.89,32.42,1.4622,0.303,CRITICAL
Surat,2016-11-16,2016,11,32.84,32.35,0.4939,0.303,CRITICAL
Surat,2017-08-21,2017,8,29.57,28.95,0.6183,0.303,CRITICAL
Surat,2017-09-22,2017,9,32.7,32.08,0.6229,0.303,CRITICAL
Surat,2017-11-01,2017,11,34.1,33.78,0.3178,0.303,MODERATE
Surat,2017-11-09,2017,11,32.67,32.36,0.3112,0.303,MODERATE
Surat,2018-05-25,2018,5,39.52,38.17,1.3511,0.303,CRITICAL
